100 500 0.000298 0.0032
200 500 0.000431 0.0073
300 500 0.000351 0.0160
400 500 0.003862 0.4134
500 500 0.011055 1.0130
600 500 0.009935 1.5174
700 500 0.007300 1.9736
800 500 0.007766 2.5783
900 500 0.007885 3.2564
1000 500 0.005379 4.0161
1100 500 0.006543 4.8513
1200 500 0.008951 5.7739
1300 500 0.006666 6.7744
1400 500 0.008976 7.8554
1500 500 0.005484 9.0174
1600 500 0.008326 10.3177
1700 500 0.013824 11.6118
1800 500 0.012160 13.0250
1900 500 0.012385 14.5523
2000 500 0.005450 16.2134
2100 500 0.017673 17.9023
2200 500 0.014001 19.4069
2300 500 0.011216 21.2641
2400 500 0.016986 23.1364
2500 500 0.005661 25.3972
2600 500 0.011156 27.2288
2700 500 0.009100 29.2062
2800 500 0.009265 31.4143
2900 500 0.016008 33.7300
3000 500 0.006505 36.3129
3100 500 0.008789 38.5992
3200 500 0.013592 41.0201
3300 500 0.016351 43.6491
3400 500 0.014281 46.3412
3500 500 0.013245 49.2407
3600 500 0.013031 52.0465
3700 500 0.016472 54.8098
3800 500 0.021490 57.8473
3900 500 0.016046 60.9110
4000 500 0.015445 64.1840
4100 500 0.014864 67.4523
4200 500 0.029718 70.6330
4300 500 0.036111 74.1338
4400 500 0.031911 77.7397
4500 500 0.054218 81.4329
4600 500 0.044156 84.9007
4700 500 0.121103 88.5023
4800 500 0.189942 92.3141
4900 500 0.364263 96.3546
5000 500 0.584545 100.2368
5100 500 0.816442 104.3478
5200 500 1.103981 108.3567
5300 500 1.452114 112.4516
5400 500 1.827771 116.8533
5500 500 1.929464 121.1261
5600 500 2.224351 125.5195
5700 500 2.411344 130.1262
5800 500 2.666113 134.5977
5900 500 2.742549 139.2816
6000 500 2.963922 144.0509
6100 500 3.043171 148.9134
6200 500 3.263594 153.8271
6300 500 3.274828 158.9185
6400 500 3.224415 163.8856
6500 500 3.367261 169.0557
6600 500 3.710834 174.3029
6700 500 3.696052 179.6329
6800 500 3.944864 185.0056
6900 500 4.066572 190.7119
7000 500 4.293973 196.0494
7100 500 4.279585 201.7560
7200 500 4.425464 207.4892
7300 500 4.515669 213.2084
7400 500 4.822492 219.0979
7500 500 4.766890 225.1080
7600 500 4.881920 231.1249
7700 500 5.012304 237.2422
7800 500 5.331060 243.5817
7900 500 5.355957 249.7587
8000 500 5.247563 256.0537
8100 500 5.560348 262.8463
8200 500 5.875315 269.0469
8300 500 5.844846 275.8065
8400 500 6.110227 282.4594
8500 500 6.164983 289.5337
8600 500 6.472788 296.2927
8700 500 6.258906 302.9174
8800 500 5.444282 310.1724
8900 500 6.740057 317.1598
9000 500 7.119495 324.2363
9100 500 8.628102 331.6549
9200 500 7.290660 338.7629
9300 500 7.337024 346.7961
9400 500 7.789617 362.3841
9500 500 7.685347 361.6196
9600 500 7.610889 408.7194
9700 500 8.171543 376.6291
9800 500 8.280787 384.4349
9900 500 8.303947 392.5424
10000 500 8.639181 454.1673
10100 500 8.707185 466.9271
10200 500 9.124837 421.9509
10300 500 9.090110 435.4188
10400 500 9.224672 435.8112
10500 500 8.944930 443.3499
10600 500 9.855826 451.3988
10700 500 9.767511 465.2276
10800 500 9.971531 467.3533
10900 500 22.080082 475.9458
11000 500 10.702242 493.0513
11100 500 10.570327 493.6303
11200 500 20.262109 513.8325
11300 500 25.835030 511.7111
11400 500 13.444240 520.8597
11500 500 11.405134 530.2281
11600 500 12.284073 544.4860
11700 500 11.654906 549.7384
11800 500 24.300029 560.1924
11900 500 12.061507 568.9566
12000 500 12.303503 577.4371
12100 500 59.149059 727.1336
12200 500 13.508038 596.6242
12300 500 26.306139 606.3542
12400 500 13.323024 618.8951
12500 500 14.139668 626.8746
13000 250 7.503315 495.4390
14000 250 27.440921 593.9735
15000 250 41.681058 486.3589
16000 250 18.816143 761.3165
17000 250 30.415626 772.3038
18000 250 51.270550 1076.6225
19000 250 70.785629 1329.5692
20000 250 72.404627 1572.2505
21000 250 87.798859 1544.9002
22000 250 103.417887 1938.1678
23000 250 112.952697 2045.6984
24000 250 120.277083 2308.5125
25000 250 133.520520 2505.4651
26000 250 144.687774 2707.4657
27000 250 153.152484 2920.6476
28000 250 162.644283 3141.5105
29000 250 179.293374 3369.9820
30000 250 192.666469 3606.2580
