100 500 0.000413 0.0012
200 500 0.000856 0.0013
300 500 0.007787 0.0056
400 500 0.498181 0.4067
500 500 0.926177 0.9941
600 500 1.431935 1.4493
700 500 1.949607 1.9701
800 500 2.541058 2.5695
900 500 3.216147 3.2494
1000 500 3.967431 4.0096
1100 500 4.810417 4.8585
1200 500 5.717811 5.7800
1300 500 6.708324 6.7844
1400 500 7.781377 7.8656
1500 500 8.901128 9.0309
1600 500 10.156757 10.2749
1700 500 11.496255 11.6148
1800 500 12.891657 13.0411
1900 500 14.397534 14.5556
2000 500 15.933435 16.1293
2100 500 17.802072 17.9769
2200 500 19.240614 19.3761
2300 500 21.072609 21.1776
2400 500 22.879989 23.0435
2500 500 24.893290 25.0014
2600 500 26.877427 27.0601
2700 500 29.031098 29.1725
2800 500 31.180578 31.3813
2900 500 33.484656 33.6468
3000 500 35.797033 36.0132
3100 500 38.217381 38.4392
3200 500 40.726271 40.9225
3300 500 43.285511 43.5732
3400 500 45.984742 46.2641
3500 500 48.815904 49.0258
3600 500 51.692283 51.8709
3700 500 54.573048 54.8071
3800 500 57.503683 57.8101
3900 500 60.753436 60.8848
4000 500 63.941253 64.0528
4100 500 67.161126 67.2995
4200 500 70.495433 70.6219
4300 500 73.877454 74.0277
4400 500 77.369063 77.5059
4500 500 80.881258 81.0662
4600 500 84.580216 84.7184
4700 500 88.290549 88.4420
4800 500 92.096103 92.2493
4900 500 95.960730 96.1196
5000 500 99.931930 100.0815
5100 500 103.943934 104.1370
5200 500 108.117880 108.2490
5300 500 112.217827 112.4350
5400 500 116.575931 116.7392
5500 500 120.929899 121.1116
5600 500 125.494573 125.5573
5700 500 129.876881 130.0972
5800 500 134.494974 134.6694
5900 500 139.117890 139.3669
6000 500 144.061694 144.1406
6100 500 148.507841 148.9449
6200 500 153.732708 153.9177
6300 500 158.710082 158.9303
6400 500 163.739815 163.9995
6500 500 168.925447 169.1550
6600 500 174.220860 174.4019
6700 500 179.490538 179.7401
6800 500 184.922011 185.1338
6900 500 190.261714 190.5595
7000 500 195.988777 196.1992
7100 500 201.632091 201.8977
7200 500 207.371350 207.6297
7300 500 213.159330 213.4977
7400 500 219.045567 219.3700
7500 500 225.018849 225.5613
7600 500 235.726018 232.3151
7700 500 237.301534 237.3291
7800 500 243.433317 243.7810
7900 500 249.703223 250.2040
8000 500 255.998640 256.3597
8100 500 262.524360 262.7696
8200 500 269.090909 269.3419
8300 500 275.657225 275.9512
8400 500 282.520792 282.7936
8500 500 288.986456 289.1893
8600 500 296.309419 296.5979
8700 500 302.916120 303.3016
8800 500 310.181236 310.3112
8900 500 317.033402 317.3449
9000 500 325.129156 324.7108
9100 500 331.535892 331.8076
9200 500 338.847461 341.3119
9300 500 376.740167 346.2499
9400 500 354.800773 354.0380
9500 500 364.112765 361.7833
9600 500 408.879941 369.3188
9700 500 377.559573 378.1149
9800 500 391.657435 384.8694
9900 500 393.600573 394.3567
10000 500 442.707182 400.7777
10100 500 408.001112 409.0297
10200 500 426.711353 417.1102
10300 500 447.972401 436.6867
10400 500 502.196252 433.5324
10500 500 442.251361 442.4395
10600 500 452.598781 450.4219
10700 500 471.387160 459.3767
10800 500 469.163036 468.3220
10900 500 476.719344 476.2388
11000 500 485.111398 485.7123
11100 500 667.784491 496.9600
11200 500 505.333343 536.8241
11300 500 512.884456 512.7305
11400 500 715.275032 670.3294
11500 500 711.572975 653.9274
11600 500 752.963095 540.1868
11700 500 715.163440 554.2410
11800 500 564.494955 558.8872
11900 500 581.583299 568.5590
12000 500 583.974576 584.0832
12100 500 589.829133 587.9373
12200 500 742.418920 598.6019
12300 500 644.435770 607.6670
12400 500 620.194129 622.9334
12500 500 747.198162 763.6884
13000 250 339.761797 431.0491
14000 250 453.282804 473.4789
15000 250 601.928094 615.4016
16000 250 780.658886 657.0860
17000 250 910.435989 941.9011
18000 250 1059.612685 1087.7195
19000 250 1275.009428 1334.2659
20000 250 1407.550700 1420.2982
21000 250 1608.041900 1596.6408
22000 250 1847.232061 1894.4467
23000 250 2067.739362 2115.1386
24000 250 2277.725914 2290.2883
25000 250 2452.989560 2450.0811
26000 250 2667.031082 2697.8975
27000 250 2886.457605 2916.9688
28000 250 3133.335378 3137.0130
29000 250 3361.937190 3365.0528
30000 250 3596.595899 3601.0700
