# Size(B) Threads DataVolume(B) Iterations DataVolume(B)/Iterations Bandwidth(MByte/s) MeasuredReadDataVolume(B) MeasuredReadDataVolume(B)/Iterations MeasuredWriteDataVolume(B) MeasuredWriteDataVolume(B)/Iterations MeasuredBandwidth(MBytes/s) MeasuredTotalDataVolume(B) MeasuredTotalDataVolume(B)/Iterations
2097152000.0 24 511999475712 3999995904 128.0 60062.02 512573999999.99994 128.14363121907834 512574800000.0 128.14383121928316 120260.645 1025148600000.0 256.28741243831035
2097152000.0 24 511999475712 3999995904 128.0 60024.99 512544800000.0 128.13633121160316 512535800000.0 128.13408120929915 120178.5704 1025080500000.0 256.2703874208767
2097152000.0 24 511999475712 3999995904 128.0 60037.45 512552600000.0 128.13828121359998 512529400000.0 128.13248120766076 120203.7264 1025082200000.0 256.270812421312
2097152000.0 24 511999475712 3999995904 128.0 60000.04 512544000000.0 128.13613121139835 512546900000.00006 128.13685621214077 120129.6346 1025090999999.9999 256.2730124235647
2097152000.0 24 511999475712 3999995904 128.0 60034.21 512549400000.0 128.13748121278076 512533300000.00006 128.13345620865917 120197.3178 1025082799999.9999 256.27096242146547
2097152000.0 24 511999475712 3999995904 128.0 60017.22 512544900000.0 128.13635621162874 512536399999.99994 128.13423120945274 120162.9912 1025081400000.0 256.27061242110716
2097152000.0 24 511999475712 3999995904 128.0 60054.76 512554999999.99994 128.13888121421434 512543599999.99994 128.13603121129594 120240.1466 1025098600000.0 256.2749124255103
2097152000.0 24 511999475712 3999995904 128.0 60053.12 512543900000.0 128.13610621137278 512549900000.0 128.13760621290876 120236.2651 1025093699999.9999 256.2736874242559
2097152000.0 24 511999475712 3999995904 128.0 60036.09 512535100000.00006 128.13390620911997 512535900000.0 128.13410620932476 120199.3656 1025070999999.9999 256.2680124184447
2097152000.0 24 511999475712 3999995904 128.0 60026.25 512531200000.0 128.13293120812156 512534300000.0 128.13370620891516 120179.2334 1025065400000.0 256.2666124170111
2097152000.0 24 511999475712 3999995904 128.0 60105.0 512556299999.99994 128.13920621454716 512542800000.00006 128.13583121109116 120340.89 1025099200000.0001 256.275062425664
2097152000.0 24 511999475712 3999995904 128.0 60030.05 512550600000.00006 128.13778121308798 512539700000.00006 128.13505621029756 120189.5862 1025090400000.0 256.27286242341114
2097152000.0 24 511999475712 3999995904 128.0 60032.14 512548300000.00006 128.13720621249917 512531600000.0 128.13303120822397 120192.7697 1025079800000.0 256.27021242069753
2097152000.0 24 511999475712 3999995904 128.0 60035.52 512548100000.0 128.13715621244793 512543699999.99994 128.13605621132157 120202.022 1025091700000.0 256.27318742374393
2097152000.0 24 511999475712 3999995904 128.0 60039.82 512546600000.0 128.13678121206397 512543400000.0 128.13598121124477 120209.1042 1025089999999.9999 256.2727624233087
2097152000.0 24 511999475712 3999995904 128.0 60017.99 512543900000.0 128.13610621137278 512539800000.0 128.13508121032316 120165.0347 1025083900000.0001 256.2712374217471
2097152000.0 24 511999475712 3999995904 128.0 60028.89 512543000000.0 128.13588121114236 512539599999.99994 128.13503121027193 120186.6278 1025082500000.0 256.2708874213887
2097152000.0 24 511999475712 3999995904 128.0 60040.94 512537400000.00006 128.13448120970875 512543300000.00006 128.1359562112192 120210.7463 1025080700000.0 256.27043742092786
2097152000.0 24 511999475712 3999995904 128.0 60049.8 512534599999.99994 128.13378120899193 512545200000.0 128.13643121170557 120228.0507 1025079800000.0 256.27021242069753
