# Size(B) Threads DataVolume(B) Iterations DataVolume(B)/Iterations Bandwidth(MByte/s) MeasuredReadDataVolume(B) MeasuredReadDataVolume(B)/Iterations MeasuredWriteDataVolume(B) MeasuredWriteDataVolume(B)/Iterations MeasuredBandwidth(MBytes/s) MeasuredTotalDataVolume(B) MeasuredTotalDataVolume(B)/Iterations
2097152000.0 24 1023998951424 7999991808 128.0 155906.77 512454700000.0 64.05690309426876 512445600000.0 64.05576559310397 156046.5168 1024900400000.0 128.11268118738553
2097152000.0 24 1023998951424 7999991808 128.0 155969.54 512450500000.00006 64.05637809373117 512439400000.0 64.05499059231036 156108.0141 1024889899999.9999 128.11136868604152
2097152000.0 24 1023998951424 7999991808 128.0 155923.49 512448800000.0 64.05616559351357 512442600000.0 64.05539059271996 156062.2593 1024891300000.0 128.11154368622073
2097152000.0 24 1023998951424 7999991808 128.0 155919.16 512454200000.0 64.05684059420477 512443400000.0 64.05549059282237 156058.9806 1024897500000.0 128.11231868701432
2097152000.0 24 1023998951424 7999991808 128.0 155941.45 512454200000.0 64.05684059420477 512444800000.0 64.05566559300156 156080.9106 1024899200000.0001 128.11253118723195
2097152000.0 24 1023998951424 7999991808 128.0 155914.38 512461400000.0 64.05774059512636 512458200000.00006 64.05734059471678 156056.6753 1024919600000.0 128.11508118984312
2097152000.0 24 1023998951424 7999991808 128.0 155905.54 512453700000.0 64.05677809414077 512458099999.99994 64.05732809470396 156047.2716 1024911800000.0001 128.11410618884474
2097152000.0 24 1023998951424 7999991808 128.0 155924.07 512441900000.00006 64.05530309263037 512442699999.99994 64.05540309273276 156061.6601 1024884600000.0001 128.11070618536314
2097152000.0 24 1023998951424 7999991808 128.0 155905.86 512445799999.99994 64.05579059312956 512435800000.0 64.05454059184957 156043.074 1024881699999.9999 128.11034368499193
2097152000.0 24 1023998951424 7999991808 128.0 155962.15 512445000000.00006 64.05569059302717 512445600000.0 64.05576559310397 156100.7581 1024890600000.0 128.11145618613114
2097152000.0 24 1023998951424 7999991808 128.0 155934.69 512452000000.0 64.05656559392317 512452500000.0 64.05662809398716 156075.4646 1024904600000.0001 128.11320618792314
2097152000.0 24 1023998951424 7999991808 128.0 155961.13 512447300000.00006 64.05597809332158 512434400000.0 64.05436559167036 156098.088 1024881599999.9999 128.11033118497912
2097152000.0 24 1023998951424 7999991808 128.0 155943.03 512451900000.0 64.05655309391037 512442900000.0 64.05542809275838 156082.3217 1024894900000.0 128.11199368668153
2097152000.0 24 1023998951424 7999991808 128.0 155973.12 512451600000.0 64.05651559387196 512446800000.00006 64.05591559325757 156112.79 1024898300000.0001 128.11241868711673
2097152000.0 24 1023998951424 7999991808 128.0 155888.47 512453099999.99994 64.05670309406396 512449200000.0 64.05621559356477 156030.3282 1024902400000.0 128.11293118764152
2097152000.0 24 1023998951424 7999991808 128.0 155938.75 512449399999.99994 64.05624059359036 512445799999.99994 64.05579059312956 156077.9317 1024895100000.0 128.11201868670713
2097152000.0 24 1023998951424 7999991808 128.0 155935.85 512444800000.0 64.05566559300156 512446800000.00006 64.05591559325757 156074.4763 1024891699999.9999 128.11159368627193
2097152000.0 24 1023998951424 7999991808 128.0 155969.64 512453499999.99994 64.05675309411517 512438200000.00006 64.05484059215678 156107.8669 1024891599999.9999 128.11158118625912
2097152000.0 24 1023998951424 7999991808 128.0 155903.05 512441699999.99994 64.05527809260477 512440000000.00006 64.05506559238717 156040.4248 1024881699999.9999 128.11034368499193
