# Size(B) Threads DataVolume(B) Iterations DataVolume(B)/Iterations Bandwidth(MByte/s) MeasuredReadDataVolume(B) MeasuredReadDataVolume(B)/Iterations MeasuredWriteDataVolume(B) MeasuredWriteDataVolume(B)/Iterations MeasuredBandwidth(MBytes/s) MeasuredTotalDataVolume(B) MeasuredTotalDataVolume(B)/Iterations
2097152000.0 32 511999737856 3999997952 128.0 62834.45 20456900000.0 5.114227618484541 511919400000.0 127.97991552571673 104770.946 532376400000.0 133.0941681442141
2097152000.0 32 511999737856 3999997952 128.0 63821.4 15822500000.0 3.955627025281037 511879900000.0 127.97004052066076 107935.6972 527702400000.0 131.9256675459418
2097152000.0 32 511999737856 3999997952 128.0 61626.48 16194400000.000002 4.048602072884262 511931900000.0 127.98304052731673 102745.0035 528126300000.0 132.031642600201
2097152000.0 32 511999737856 3999997952 128.0 63136.64 24011600000.0 6.002903073486374 512163100000.0 128.04084055691035 107408.8288 536174800000.0 134.04376863040955
2097152000.0 32 511999737856 3999997952 128.0 62834.34 17552800000.0 4.38820224675955 512219799999.99994 128.05501556416795 106585.0083 529772600000.0 132.4432178109275
2097152000.0 32 511999737856 3999997952 128.0 65223.44 14411700000.0 3.6029268446985445 511920700000.0 127.98024052588315 110802.9341 526332400000.0 131.5831673705817
2097152000.0 32 511999737856 3999997952 128.0 62412.0 18145600000.0 4.53640232263799 511888800000.0 127.97226552179994 105529.5553 530034400000.0 132.50866784443792
2097152000.0 32 511999737856 3999997952 128.0 64586.88 13405300000.0 3.3513267158792788 511905500000.0 127.97644052393757 112013.4038 525310800000.0 131.3277672398168
2097152000.0 32 511999737856 3999997952 128.0 61879.5 27109000000.0 6.777253469953777 511886800000.0 127.97176552154394 104479.3346 538995800000.00006 134.74901899149773
2097152000.0 32 511999737856 3999997952 128.0 63591.12 26747500000.0 6.686878423681752 511882700000.0 127.97074052101914 107804.2033 538630199999.99994 134.65761894470089
2097152000.0 32 511999737856 3999997952 128.0 63083.61 26739000000.0 6.684753422593753 512205100000.0 128.05134056228636 107294.2805 538944100000.00006 134.73609398488014
2097152000.0 32 511999737856 3999997952 128.0 59476.23 27025700000.0 6.756428459291371 512203000000.0 128.05081556201756 97617.0925 539228700000.0 134.80724402130895
2097152000.0 32 511999737856 3999997952 128.0 64979.37 20939500000.0 5.234877680257372 511910700000.0 127.97774052460315 109763.2523 532850200000.0 133.21261820486052
2097152000.0 32 511999737856 3999997952 128.0 64665.34 15704000000.0 3.9260020101130295 512200900000.00006 128.0502905617488 109658.2955 527904900000.0 131.9762925718618
2097152000.0 32 511999737856 3999997952 128.0 64773.86 11709400000.0 2.9273514988039673 512151100000.00006 128.03784055537437 111008.5162 523860500000.0 130.96519205417835
2097152000.0 32 511999737856 3999997952 128.0 64210.71 18928600000.0 4.73215242286204 512215299999.99994 128.05389056359198 108516.5557 531143800000.00006 132.7860179864412
2097152000.0 32 511999737856 3999997952 128.0 63585.88 20049700000.0 5.0124275663629145 512208000000.0 128.05206556265756 107636.9267 532257700000.0 133.06449312902046
2097152000.0 32 511999737856 3999997952 128.0 61575.37 14191100000.0 3.54777681646173 512213100000.00006 128.05334056331037 102813.8632 526404199999.99994 131.6011173797721
2097152000.0 32 511999737856 3999997952 128.0 63978.25 21324900000.0 5.331227729588598 511958100000.0 127.98959053067034 110287.4898 533283000000.0 133.32081826025896
