# Size(B) Threads DataVolume(B) Iterations DataVolume(B)/Iterations Bandwidth(MByte/s) MeasuredReadDataVolume(B) MeasuredReadDataVolume(B)/Iterations MeasuredWriteDataVolume(B) MeasuredWriteDataVolume(B)/Iterations MeasuredBandwidth(MBytes/s) MeasuredTotalDataVolume(B) MeasuredTotalDataVolume(B)/Iterations
2097152000.0 22 1023999606784 7999996928 128.0 93270.34 1026308600000.0001 128.28862426283175 512360400000.0 64.04507459330864 140150.3872 1538669100000.0 192.33371135614516
2097152000.0 22 1023999606784 7999996928 128.0 93244.97 1026226699999.9999 128.2783867589005 512324600000.00006 64.04059959159024 140101.1222 1538551300000.0 192.31898635049077
2097152000.0 22 1023999606784 7999996928 128.0 93246.75 1026363900000.0 128.29553676548613 512350200000.0 64.04379959281904 140118.7554 1538714100000.0 192.33933635830513
2097152000.0 22 1023999606784 7999996928 128.0 93145.14 1026248700000.0001 128.28113675995652 512300700000.0 64.03761209044305 139951.8476 1538549400000.0 192.31874885039957
2097152000.0 22 1023999606784 7999996928 128.0 93246.66 1026213400000.0001 128.27672425826213 512312300000.00006 64.03906209099985 140101.7254 1538525700000.0 192.31578634926194
2097152000.0 22 1023999606784 7999996928 128.0 93225.01 1026262500000.0 128.2828617606189 512323099999.99994 64.04041209151823 140074.5262 1538585600000.0 192.32327385213716
2097152000.0 22 1023999606784 7999996928 128.0 93255.79 1026204700000.0 128.27563675784452 512308200000.00006 64.03854959080304 140114.7224 1538512900000.0 192.31418634864755
2097152000.0 22 1023999606784 7999996928 128.0 93178.98 1026261500000.0001 128.28273676057094 512327700000.00006 64.04098709173904 140005.8951 1538589200000.0 192.32372385230994
2097152000.0 22 1023999606784 7999996928 128.0 93246.03 1026250800000.0 128.28139926005733 512321000000.0 64.04014959141745 140105.2836 1538571800000.0 192.32154885147474
2097152000.0 22 1023999606784 7999996928 128.0 93259.45 1026270199999.9999 128.28382426098852 512334800000.0 64.04187459207984 140128.0926 1538605100000.0 192.32571135307313
2097152000.0 22 1023999606784 7999996928 128.0 93239.5 1026312799999.9999 128.2891492630333 512333099999.99994 64.04166209199823 140101.6985 1538645900000.0 192.33081135503156
2097152000.0 22 1023999606784 7999996928 128.0 93180.14 1026228699999.9999 128.2786367589965 512305700000.0 64.03823709068304 140002.3113 1538534400000.0 192.31687384967955
2097152000.0 22 1023999606784 7999996928 128.0 93291.59 1026235400000.0 128.2794742593181 512336900000.0 64.04213709218064 140173.7479 1538572300000.0 192.32161135149875
2097152000.0 22 1023999606784 7999996928 128.0 93287.78 1026279399999.9999 128.2849742614301 512341500000.0 64.04271209240144 140172.0494 1538620900000.0 192.32768635383155
2097152000.0 22 1023999606784 7999996928 128.0 93271.82 1026239000000.0 128.2799242594909 512326100000.0 64.04078709166224 140142.9625 1538565100000.0 192.32071135115316
2097152000.0 22 1023999606784 7999996928 128.0 93237.42 1026288100000.0 128.28606176184772 512336900000.0 64.04213709218064 140097.1198 1538625000000.0 192.32819885402836
2097152000.0 22 1023999606784 7999996928 128.0 93255.01 1026318800000.0 128.2898992633213 512346599999.99994 64.04334959264624 140126.7035 1538665500000.0 192.33326135597238
2097152000.0 22 1023999606784 7999996928 128.0 93282.78 1026226200000.0001 128.27832425887652 512324100000.00006 64.04053709156625 140157.9513 1538550300000.0 192.31886135044277
2097152000.0 22 1023999606784 7999996928 128.0 93253.07 1026298900000.0 128.28741176236613 512337400000.0 64.04219959220464 140121.7488 1538636300000.0 192.32961135457074
