# Size(B) Threads DataVolume(B) Iterations DataVolume(B)/Iterations Bandwidth(MByte/s) MeasuredReadDataVolume(B) MeasuredReadDataVolume(B)/Iterations MeasuredWriteDataVolume(B) MeasuredWriteDataVolume(B)/Iterations MeasuredBandwidth(MBytes/s) MeasuredTotalDataVolume(B) MeasuredTotalDataVolume(B)/Iterations
2097152000.0 20 255999344640 249999360 1024.0 81818.0 255399800000.0 1021.6018153006471 64157900000.0 256.63225697857786 102143.1595 319557700000.0 1278.234072279225
2097152000.0 20 255999344640 249999360 1024.0 81959.77 255363800000.0 1021.4578149320062 64156499999.99999 256.6266569642418 102306.3004 319520300000.0 1278.084471896248
2097152000.0 20 255999344640 249999360 1024.0 82396.95 255306300000.0 1021.2278143432048 64147099999.99999 256.58905686798556 102830.6479 319453400000.0 1277.8168712111903
2097152000.0 20 255999344640 249999360 1024.0 82359.95 255357300000.0 1021.4318148654461 64156499999.99999 256.6266569642418 102804.73 319513800000.0 1278.058471829688
2097152000.0 20 255999344640 249999360 1024.0 82233.75 255280200000.0 1021.12341407594 64154100000.0 256.61705693966576 102622.0438 319434300000.0 1277.7404710156059
2097152000.0 20 255999344640 249999360 1024.0 82710.01 255229800000.0 1020.9218135598427 64117900000.00001 256.47225656897683 103188.3772 319347700000.0 1277.3940701288195
2097152000.0 20 255999344640 249999360 1024.0 81811.79 255376700000.0 1021.5094150641027 64148500000.0 256.5946568823216 102123.6478 319525200000.0 1278.1040719464243
2097152000.0 20 255999344640 249999360 1024.0 82477.71 255217500000.0 1020.8726134338904 64113100000.0 256.4530565198247 102893.7146 319330600000.0 1277.325669953715
2097152000.0 20 255999344640 249999360 1024.0 82578.11 255199700000.0 1020.8014132516179 64115200000.0 256.46145654132874 103013.1075 319314900000.0 1277.262869792947
2097152000.0 20 255999344640 249999360 1024.0 82384.99 255341600000.0 1021.3690147046777 64155800000.0 256.62385695707377 102832.4087 319497400000.0 1277.9928716617517
2097152000.0 20 255999344640 249999360 1024.0 82008.43 255356500000.0 1021.428614857254 64167100000.00001 256.66905707278613 102368.36 319523600000.0 1278.0976719300402
2097152000.0 20 255999344640 249999360 1024.0 81814.32 255370500000.0 1021.4846150006144 64161500000.0 256.646657015442 102129.4107 319532000000.0 1278.1312720160563
2097152000.0 20 255999344640 249999360 1024.0 81915.75 255354500000.0 1021.420614836774 64158900000.0 256.63625698881793 102250.7528 319513400000.0 1278.0568718255918
2097152000.0 20 255999344640 249999360 1024.0 81912.36 255396600000.0 1021.5890152678792 64157900000.0 256.63225697857786 102255.2055 319554500000.0 1278.2212722464571
2097152000.0 20 255999344640 249999360 1024.0 82198.93 255342000000.0 1021.3706147087737 64157300000.00001 256.6298569724339 102594.6908 319499300000.0 1278.0004716812075
2097152000.0 20 255999344640 249999360 1024.0 81904.56 255358400000.0 1021.43621487671 64144300000.0 256.5778568393135 102231.4957 319502700000.0 1278.0140717160236
2097152000.0 20 255999344640 249999360 1024.0 81945.29 255368200000.0 1021.4754149770623 64156800000.00001 256.62785696731385 102290.5933 319525000000.0 1278.103271944376
2097152000.0 20 255999344640 249999360 1024.0 82198.35 255347900000.0 1021.3942147691898 64161199999.99999 256.6454570123699 102601.2801 319509100000.0 1278.0396717815597
2097152000.0 20 255999344640 249999360 1024.0 81842.34 255375600000.0 1021.5050150528385 64154300000.00001 256.6178569417138 102163.224 319529900000.0 1278.1228719945523
