# Size(B) Threads DataVolume(B) Iterations DataVolume(B)/Iterations Bandwidth(MByte/s) MeasuredReadDataVolume(B) MeasuredReadDataVolume(B)/Iterations MeasuredWriteDataVolume(B) MeasuredWriteDataVolume(B)/Iterations MeasuredBandwidth(MBytes/s) MeasuredTotalDataVolume(B) MeasuredTotalDataVolume(B)/Iterations
2097152000.0 20 255999344640 499998720 512.0 67965.87 255836600000.0 511.67450988674534 128169300000.0 256.3392562284959 101955.9209 384006000000.0 768.0139661157532
2097152000.0 20 255999344640 499998720 512.0 67955.1 255822100000.0 511.64550981250517 128161700000.0 256.3240561895838 101938.1649 383983700000.0 767.969366001577
2097152000.0 20 255999344640 499998720 512.0 67996.64 255805600000.0 511.61250972802486 128159799999.99998 256.3202561798558 101995.5173 383965400000.0 767.9327659078807
2097152000.0 20 255999344640 499998720 512.0 67881.55 255783800000.0 511.56890961640863 128167700000.0 256.33605622030393 101818.757 383951500000.0 767.9049658367126
2097152000.0 20 255999344640 499998720 512.0 68095.68 255797100000.0 511.5955096845048 128160000000.0 256.32065618087984 102141.0214 383957100000.0 767.9161658653846
2097152000.0 20 255999344640 499998720 512.0 67897.4 255831900000.0 511.6651098626812 128166699999.99998 256.3340562151839 101853.6584 383998600000.0 767.9991660778651
2097152000.0 20 255999344640 499998720 512.0 67913.16 255839100000.0 511.6795098995454 128175400000.0 256.351456259728 101881.4667 384014500000.0 768.0309661592734
2097152000.0 20 255999344640 499998720 512.0 67799.59 255806700000.0 511.6147097336569 128166900000.0 256.3344562162079 101701.0219 383973600000.0 767.9491659498648
2097152000.0 20 255999344640 499998720 512.0 67965.87 255786200000.0 511.5737096286967 128155000000.0 256.3106561552798 101942.9453 383941200000.0 767.8843657839764
2097152000.0 20 255999344640 499998720 512.0 67895.98 255877300000.0 511.7559100951298 128185800000.0 256.37225631297616 101869.8985 384063200000.0 768.128366408618
2097152000.0 20 255999344640 499998720 512.0 67921.07 255827500000.0 511.65630984015314 128161600000.0 256.3238561890719 101887.8091 383989200000.0 767.9803660297371
2097152000.0 20 255999344640 499998720 512.0 67808.53 255814000000.0 511.62930977103304 128177900000.0 256.356456272528 101718.7396 383991900000.0 767.9857660435611
2097152000.0 20 255999344640 499998720 512.0 67855.95 255861000000.0 511.72331001167356 128182400000.0 256.3654562955681 101804.5295 384043400000.0 768.0887663072417
2097152000.0 20 255999344640 499998720 512.0 67829.57 255879500000.0 511.76031010639383 128178000000.0 256.3566562730401 101769.7176 384057500000.0 768.116966379434
2097152000.0 20 255999344640 499998720 512.0 68083.55 255725400000.0 511.4521093173999 128155200000.00002 256.3110561563038 102101.709 383880600000.0 767.7631654737037
2097152000.0 20 255999344640 499998720 512.0 68029.64 255830200000.0 511.66170985397713 128183300000.0 256.36725630017617 102056.2949 384013400000.0 768.0287661536413
2097152000.0 20 255999344640 499998720 512.0 67898.34 255854400000.0 511.7101099778816 128175000000.00002 256.35065625768004 101864.3264 384029400000.0 768.0607662355616
2097152000.0 20 255999344640 499998720 512.0 67954.36 255822200000.0 511.64570981301716 128157400000.0 256.3154561675678 101935.8342 383979500000.0 767.9609659800728
2097152000.0 20 255999344640 499998720 512.0 67998.89 255828000000.0 511.65730984271323 128170700000.00002 256.34205623566396 102001.5297 383998700000.0 767.9993660783772
